"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"10.01.2016 01:00 - 10.01.2016 01:30","30937","32256"
"10.01.2016 01:30 - 10.01.2016 02:00","29918","30884"
"10.01.2016 02:00 - 10.01.2016 02:30","29454","29627"
"10.01.2016 02:30 - 10.01.2016 03:00","29089","29106"
"10.01.2016 03:00 - 10.01.2016 03:30","28303","28154"
"10.01.2016 03:30 - 10.01.2016 04:00","27576","27100"
"10.01.2016 04:00 - 10.01.2016 04:30","27152","26685"
"10.01.2016 04:30 - 10.01.2016 05:00","26917","26428"
"10.01.2016 05:00 - 10.01.2016 05:30","26992","26500"
"10.01.2016 05:30 - 10.01.2016 06:00","27596","26805"
"10.01.2016 06:00 - 10.01.2016 06:30","28405","27844"
"10.01.2016 06:30 - 10.01.2016 07:00","29306","28943"
"10.01.2016 07:00 - 10.01.2016 07:30","30272","30977"
"10.01.2016 07:30 - 10.01.2016 08:00","31319","32218"
"10.01.2016 08:00 - 10.01.2016 08:30","33131","33969"
"10.01.2016 08:30 - 10.01.2016 09:00","35202","35992"
"10.01.2016 09:00 - 10.01.2016 09:30","37082","38136"
"10.01.2016 09:30 - 10.01.2016 10:00","38676","39572"
"10.01.2016 10:00 - 10.01.2016 10:30","39873","41023"
"10.01.2016 10:30 - 10.01.2016 11:00","40432","41790"
"10.01.2016 11:00 - 10.01.2016 11:30","40823","42385"
"10.01.2016 11:30 - 10.01.2016 12:00","41408","42942"
"10.01.2016 12:00 - 10.01.2016 12:30","41898","43338"
"10.01.2016 12:30 - 10.01.2016 13:00","41709","43445"
"10.01.2016 13:00 - 10.01.2016 13:30","41351","43433"
"10.01.2016 13:30 - 10.01.2016 14:00","41561","43456"
"10.01.2016 14:00 - 10.01.2016 14:30","41591","43458"
"10.01.2016 14:30 - 10.01.2016 15:00","41852","43729"
"10.01.2016 15:00 - 10.01.2016 15:30","42528","44254"
"10.01.2016 15:30 - 10.01.2016 16:00","44004","45372"
"10.01.2016 16:00 - 10.01.2016 16:30","46254","47006"
"10.01.2016 16:30 - 10.01.2016 17:00","48044","49728"
"10.01.2016 17:00 - 10.01.2016 17:30","48558","50684"
"10.01.2016 17:30 - 10.01.2016 18:00","48141","50298"
"10.01.2016 18:00 - 10.01.2016 18:30","47288","49623"
"10.01.2016 18:30 - 10.01.2016 19:00","46141","48474"
"10.01.2016 19:00 - 10.01.2016 19:30","44970","47082"
"10.01.2016 19:30 - 10.01.2016 20:00","43961","45843"
"10.01.2016 20:00 - 10.01.2016 20:30","42633","44843"
"10.01.2016 20:30 - 10.01.2016 21:00","41108","43117"
"10.01.2016 21:00 - 10.01.2016 21:30","39432","42536"
"10.01.2016 21:30 - 10.01.2016 22:00","37668","40772"
"10.01.2016 22:00 - 10.01.2016 22:30","35935","39164"
"10.01.2016 22:30 - 10.01.2016 23:00","33758","37464"
"10.01.2016 23:00 - 10.01.2016 23:30","31786","35614"
"10.01.2016 23:30 - 11.01.2016 00:00","31260","34210"
"11.01.2016 00:00 - 11.01.2016 00:30","31464","33971"
"11.01.2016 00:30 - 11.01.2016 01:00","31430","34083"
"11.01.2016 01:00 - 11.01.2016 01:30","31077","33393"
"11.01.2016 01:30 - 11.01.2016 02:00","30481","32495"
"11.01.2016 02:00 - 11.01.2016 02:30","30175","31963"
"11.01.2016 02:30 - 11.01.2016 03:00","29730","31633"
"11.01.2016 03:00 - 11.01.2016 03:30","28977","31080"
"11.01.2016 03:30 - 11.01.2016 04:00","28256","30550"
"11.01.2016 04:00 - 11.01.2016 04:30","28047","29811"
"11.01.2016 04:30 - 11.01.2016 05:00","28662","29251"
"11.01.2016 05:00 - 11.01.2016 05:30","29637","30728"
"11.01.2016 05:30 - 11.01.2016 06:00","31946","32562"
"11.01.2016 06:00 - 11.01.2016 06:30","35408","36699"
"11.01.2016 06:30 - 11.01.2016 07:00","39469","40277"
"11.01.2016 07:00 - 11.01.2016 07:30","43078","44398"
"11.01.2016 07:30 - 11.01.2016 08:00","44704","46705"
"11.01.2016 08:00 - 11.01.2016 08:30","44970","48672"
"11.01.2016 08:30 - 11.01.2016 09:00","45129","48676"
"11.01.2016 09:00 - 11.01.2016 09:30","45892","49011"
"11.01.2016 09:30 - 11.01.2016 10:00","46235","49422"
"11.01.2016 10:00 - 11.01.2016 10:30","46385","50007"
"11.01.2016 10:30 - 11.01.2016 11:00","46630","50026"
"11.01.2016 11:00 - 11.01.2016 11:30","46779","50158"
"11.01.2016 11:30 - 11.01.2016 12:00","46948","50319"
"11.01.2016 12:00 - 11.01.2016 12:30","47030","50682"
"11.01.2016 12:30 - 11.01.2016 13:00","47091","50492"
"11.01.2016 13:00 - 11.01.2016 13:30","47002","49941"
"11.01.2016 13:30 - 11.01.2016 14:00","47048","49563"
"11.01.2016 14:00 - 11.01.2016 14:30","46939","49858"
"11.01.2016 14:30 - 11.01.2016 15:00","46864","49982"
"11.01.2016 15:00 - 11.01.2016 15:30","47468","49906"
"11.01.2016 15:30 - 11.01.2016 16:00","49137","51032"
"11.01.2016 16:00 - 11.01.2016 16:30","51802","52734"
"11.01.2016 16:30 - 11.01.2016 17:00","53619","54247"
"11.01.2016 17:00 - 11.01.2016 17:30","53784","55038"
"11.01.2016 17:30 - 11.01.2016 18:00","53205","54653"
"11.01.2016 18:00 - 11.01.2016 18:30","52501","53949"
"11.01.2016 18:30 - 11.01.2016 19:00","51373","53820"
"11.01.2016 19:00 - 11.01.2016 19:30","49846","53071"
"11.01.2016 19:30 - 11.01.2016 20:00","48275","51595"
"11.01.2016 20:00 - 11.01.2016 20:30","46589","49895"
"11.01.2016 20:30 - 11.01.2016 21:00","44650","48191"
"11.01.2016 21:00 - 11.01.2016 21:30","42274","46368"
"11.01.2016 21:30 - 11.01.2016 22:00","39977","44003"
"11.01.2016 22:00 - 11.01.2016 22:30","37895","41820"
"11.01.2016 22:30 - 11.01.2016 23:00","35579","39918"
"11.01.2016 23:00 - 11.01.2016 23:30","33434","37572"
"11.01.2016 23:30 - 12.01.2016 00:00","32737","35984"
"12.01.2016 00:00 - 12.01.2016 00:30","32790","34684"
"12.01.2016 00:30 - 12.01.2016 01:00","32986","34610"
"12.01.2016 01:00 - 12.01.2016 01:30","32309","34028"
"12.01.2016 01:30 - 12.01.2016 02:00","31527","33026"
"12.01.2016 02:00 - 12.01.2016 02:30","31116","32547"
"12.01.2016 02:30 - 12.01.2016 03:00","30977","32622"
"12.01.2016 03:00 - 12.01.2016 03:30","30589","32000"
"12.01.2016 03:30 - 12.01.2016 04:00","30084","31373"
"12.01.2016 04:00 - 12.01.2016 04:30","29932","31114"
"12.01.2016 04:30 - 12.01.2016 05:00","30249","31086"
"12.01.2016 05:00 - 12.01.2016 05:30","31006","31802"
"12.01.2016 05:30 - 12.01.2016 06:00","33287","33423"
"12.01.2016 06:00 - 12.01.2016 06:30","36652","37893"
"12.01.2016 06:30 - 12.01.2016 07:00","40602","41730"
"12.01.2016 07:00 - 12.01.2016 07:30","44289","46221"
"12.01.2016 07:30 - 12.01.2016 08:00","45832","48353"
"12.01.2016 08:00 - 12.01.2016 08:30","46041","49338"
"12.01.2016 08:30 - 12.01.2016 09:00","46420","49319"
"12.01.2016 09:00 - 12.01.2016 09:30","46949","49826"
"12.01.2016 09:30 - 12.01.2016 10:00","47155","49872"
"12.01.2016 10:00 - 12.01.2016 10:30","47395","49830"
"12.01.2016 10:30 - 12.01.2016 11:00","47592","49741"
"12.01.2016 11:00 - 12.01.2016 11:30","47761","50102"
"12.01.2016 11:30 - 12.01.2016 12:00","47970","50387"
"12.01.2016 12:00 - 12.01.2016 12:30","48276","50890"
"12.01.2016 12:30 - 12.01.2016 13:00","48371","50737"
"12.01.2016 13:00 - 12.01.2016 13:30","48271","50755"
"12.01.2016 13:30 - 12.01.2016 14:00","48102","50647"
"12.01.2016 14:00 - 12.01.2016 14:30","48065","50635"
"12.01.2016 14:30 - 12.01.2016 15:00","47958","50244"
"12.01.2016 15:00 - 12.01.2016 15:30","48326","49998"
"12.01.2016 15:30 - 12.01.2016 16:00","49558","50890"
"12.01.2016 16:00 - 12.01.2016 16:30","51737","52334"
"12.01.2016 16:30 - 12.01.2016 17:00","53819","54470"
"12.01.2016 17:00 - 12.01.2016 17:30","54331","55141"
"12.01.2016 17:30 - 12.01.2016 18:00","53906","54649"
"12.01.2016 18:00 - 12.01.2016 18:30","53197","54618"
"12.01.2016 18:30 - 12.01.2016 19:00","52112","54260"
"12.01.2016 19:00 - 12.01.2016 19:30","50656","53157"
"12.01.2016 19:30 - 12.01.2016 20:00","49212","51808"
"12.01.2016 20:00 - 12.01.2016 20:30","47508","50413"
"12.01.2016 20:30 - 12.01.2016 21:00","45532","48516"
"12.01.2016 21:00 - 12.01.2016 21:30","43123","46510"
"12.01.2016 21:30 - 12.01.2016 22:00","40576","44366"
"12.01.2016 22:00 - 12.01.2016 22:30","38323","42060"
"12.01.2016 22:30 - 12.01.2016 23:00","36103","39963"
"12.01.2016 23:00 - 12.01.2016 23:30","33982","37634"
"12.01.2016 23:30 - 13.01.2016 00:00","33275","36359"
"13.01.2016 00:00 - 13.01.2016 00:30","33492","35400"
"13.01.2016 00:30 - 13.01.2016 01:00","33459","35064"
"13.01.2016 01:00 - 13.01.2016 01:30","32825","34652"
"13.01.2016 01:30 - 13.01.2016 02:00","32060","33778"
"13.01.2016 02:00 - 13.01.2016 02:30","31732","33142"
"13.01.2016 02:30 - 13.01.2016 03:00","31580","33235"
"13.01.2016 03:00 - 13.01.2016 03:30","31140","32875"
"13.01.2016 03:30 - 13.01.2016 04:00","30697","32340"
"13.01.2016 04:00 - 13.01.2016 04:30","30607","32015"
"13.01.2016 04:30 - 13.01.2016 05:00","30860","32070"
"13.01.2016 05:00 - 13.01.2016 05:30","31605","32918"
"13.01.2016 05:30 - 13.01.2016 06:00","33830","34289"
"13.01.2016 06:00 - 13.01.2016 06:30","37225","38668"
"13.01.2016 06:30 - 13.01.2016 07:00","41525","43073"
"13.01.2016 07:00 - 13.01.2016 07:30","45398","46157"
"13.01.2016 07:30 - 13.01.2016 08:00","46954","48303"
"13.01.2016 08:00 - 13.01.2016 08:30","47097","49719"
"13.01.2016 08:30 - 13.01.2016 09:00","47258","49591"
"13.01.2016 09:00 - 13.01.2016 09:30","47912","50348"
"13.01.2016 09:30 - 13.01.2016 10:00","48005","50446"
"13.01.2016 10:00 - 13.01.2016 10:30","47950","50513"
"13.01.2016 10:30 - 13.01.2016 11:00","47963","50555"
"13.01.2016 11:00 - 13.01.2016 11:30","47994","49192"
"13.01.2016 11:30 - 13.01.2016 12:00","48256","49159"
"13.01.2016 12:00 - 13.01.2016 12:30","48416","53923"
"13.01.2016 12:30 - 13.01.2016 13:00","48473","50600"
"13.01.2016 13:00 - 13.01.2016 13:30","48498","50451"
"13.01.2016 13:30 - 13.01.2016 14:00","48683","50298"
"13.01.2016 14:00 - 13.01.2016 14:30","48729","50158"
"13.01.2016 14:30 - 13.01.2016 15:00","48614","50080"
"13.01.2016 15:00 - 13.01.2016 15:30","49137","50127"
"13.01.2016 15:30 - 13.01.2016 16:00","50818","50927"
"13.01.2016 16:00 - 13.01.2016 16:30","53054","52562"
"13.01.2016 16:30 - 13.01.2016 17:00","54458","54409"
"13.01.2016 17:00 - 13.01.2016 17:30","54467","54924"
"13.01.2016 17:30 - 13.01.2016 18:00","53977","54378"
"13.01.2016 18:00 - 13.01.2016 18:30","53560","53929"
"13.01.2016 18:30 - 13.01.2016 19:00","52709","54089"
"13.01.2016 19:00 - 13.01.2016 19:30","51359","53321"
"13.01.2016 19:30 - 13.01.2016 20:00","49920","52033"
"13.01.2016 20:00 - 13.01.2016 20:30","48210","50762"
"13.01.2016 20:30 - 13.01.2016 21:00","46401","50762"
"13.01.2016 21:00 - 13.01.2016 21:30","44279","46855"
"13.01.2016 21:30 - 13.01.2016 22:00","41785","44562"
"13.01.2016 22:00 - 13.01.2016 22:30","39537","42551"
"13.01.2016 22:30 - 13.01.2016 23:00","37372","40299"
"13.01.2016 23:00 - 13.01.2016 23:30","35199","38012"
"13.01.2016 23:30 - 14.01.2016 00:00","34256","36250"
"14.01.2016 00:00 - 14.01.2016 00:30","34051","36761"
"14.01.2016 00:30 - 14.01.2016 01:00","34024","35881"
"14.01.2016 01:00 - 14.01.2016 01:30","33238","35462"
"14.01.2016 01:30 - 14.01.2016 02:00","32312","34284"
"14.01.2016 02:00 - 14.01.2016 02:30","31837","33367"
"14.01.2016 02:30 - 14.01.2016 03:00","31770","33125"
"14.01.2016 03:00 - 14.01.2016 03:30","31391","33149"
"14.01.2016 03:30 - 14.01.2016 04:00","30882","32692"
"14.01.2016 04:00 - 14.01.2016 04:30","30826","32252"
"14.01.2016 04:30 - 14.01.2016 05:00","31125","32219"
"14.01.2016 05:00 - 14.01.2016 05:30","31868","32883"
"14.01.2016 05:30 - 14.01.2016 06:00","34253","32929"
"14.01.2016 06:00 - 14.01.2016 06:30","37795","39317"
"14.01.2016 06:30 - 14.01.2016 07:00","41928","42857"
"14.01.2016 07:00 - 14.01.2016 07:30","45669","47169"
"14.01.2016 07:30 - 14.01.2016 08:00","47097","49520"
"14.01.2016 08:00 - 14.01.2016 08:30","47132","50464"
"14.01.2016 08:30 - 14.01.2016 09:00","47290","50236"
"14.01.2016 09:00 - 14.01.2016 09:30","47771","50892"
"14.01.2016 09:30 - 14.01.2016 10:00","47948","51163"
"14.01.2016 10:00 - 14.01.2016 10:30","48134","50991"
"14.01.2016 10:30 - 14.01.2016 11:00","48254","50985"
"14.01.2016 11:00 - 14.01.2016 11:30","48338","50947"
"14.01.2016 11:30 - 14.01.2016 12:00","48535","50922"
"14.01.2016 12:00 - 14.01.2016 12:30","48570","50910"
"14.01.2016 12:30 - 14.01.2016 13:00","48540","50736"
"14.01.2016 13:00 - 14.01.2016 13:30","48405","50532"
"14.01.2016 13:30 - 14.01.2016 14:00","48254","50405"
"14.01.2016 14:00 - 14.01.2016 14:30","48137","50216"
"14.01.2016 14:30 - 14.01.2016 15:00","48021","50165"
"14.01.2016 15:00 - 14.01.2016 15:30","48336","49980"
"14.01.2016 15:30 - 14.01.2016 16:00","49543","50914"
"14.01.2016 16:00 - 14.01.2016 16:30","51763","52353"
"14.01.2016 16:30 - 14.01.2016 17:00","53792","54123"
"14.01.2016 17:00 - 14.01.2016 17:30","54362","55313"
"14.01.2016 17:30 - 14.01.2016 18:00","54000","55066"
"14.01.2016 18:00 - 14.01.2016 18:30","53414","55028"
"14.01.2016 18:30 - 14.01.2016 19:00","52423","54712"
"14.01.2016 19:00 - 14.01.2016 19:30","51053","54277"
"14.01.2016 19:30 - 14.01.2016 20:00","49680","52868"
"14.01.2016 20:00 - 14.01.2016 20:30","48028","51446"
"14.01.2016 20:30 - 14.01.2016 21:00","46121","49867"
"14.01.2016 21:00 - 14.01.2016 21:30","43823","47876"
"14.01.2016 21:30 - 14.01.2016 22:00","41339","45493"
"14.01.2016 22:00 - 14.01.2016 22:30","39173","43436"
"14.01.2016 22:30 - 14.01.2016 23:00","36991","41544"
"14.01.2016 23:00 - 14.01.2016 23:30","34981","39249"
"14.01.2016 23:30 - 15.01.2016 00:00","34201","37620"
"15.01.2016 00:00 - 15.01.2016 00:30","33510","37633"
"15.01.2016 00:30 - 15.01.2016 01:00","33803","36304"
"15.01.2016 01:00 - 15.01.2016 01:30","33817","35663"
"15.01.2016 01:30 - 15.01.2016 02:00","33212","34940"
"15.01.2016 02:00 - 15.01.2016 02:30","33037","34425"
"15.01.2016 02:30 - 15.01.2016 03:00","33134","34285"
"15.01.2016 03:00 - 15.01.2016 03:30","32928","33858"
"15.01.2016 03:30 - 15.01.2016 04:00","32180","33418"
"15.01.2016 04:00 - 15.01.2016 04:30","31954","32911"
"15.01.2016 04:30 - 15.01.2016 05:00","31793","32913"
"15.01.2016 05:00 - 15.01.2016 05:30","32356","33678"
"15.01.2016 05:30 - 15.01.2016 06:00","33620","35410"
"15.01.2016 06:00 - 15.01.2016 06:30","36739","39982"
"15.01.2016 06:30 - 15.01.2016 07:00","40087","43832"
"15.01.2016 07:00 - 15.01.2016 07:30","44612","47560"
"15.01.2016 07:30 - 15.01.2016 08:00","47087","49874"
"15.01.2016 08:00 - 15.01.2016 08:30","47886","50884"
"15.01.2016 08:30 - 15.01.2016 09:00","47718","50742"
"15.01.2016 09:00 - 15.01.2016 09:30","48345","51610"
"15.01.2016 09:30 - 15.01.2016 10:00","48327","51534"
"15.01.2016 10:00 - 15.01.2016 10:30","48208","51359"
"15.01.2016 10:30 - 15.01.2016 11:00","48490","51269"
"15.01.2016 11:00 - 15.01.2016 11:30","48629","50928"
"15.01.2016 11:30 - 15.01.2016 12:00","48384","50798"
"15.01.2016 12:00 - 15.01.2016 12:30","48324","50626"
"15.01.2016 12:30 - 15.01.2016 13:00","47974","50242"
"15.01.2016 13:00 - 15.01.2016 13:30","47650","48429"
"15.01.2016 13:30 - 15.01.2016 14:00","47215","51192"
"15.01.2016 14:00 - 15.01.2016 14:30","47159","49697"
"15.01.2016 14:30 - 15.01.2016 15:00","46686","49744"
"15.01.2016 15:00 - 15.01.2016 15:30","46679","49389"
"15.01.2016 15:30 - 15.01.2016 16:00","47453","50208"
"15.01.2016 16:00 - 15.01.2016 16:30","49194","51721"
"15.01.2016 16:30 - 15.01.2016 17:00","51746","51747"
"15.01.2016 17:00 - 15.01.2016 17:30","53006","53926"
"15.01.2016 17:30 - 15.01.2016 18:00","53142","55209"
"15.01.2016 18:00 - 15.01.2016 18:30","52831","55104"
"15.01.2016 18:30 - 15.01.2016 19:00","51890","53977"
"15.01.2016 19:00 - 15.01.2016 19:30","50401","53053"
"15.01.2016 19:30 - 15.01.2016 20:00","48858","51561"
"15.01.2016 20:00 - 15.01.2016 20:30","47164","51561"
"15.01.2016 20:30 - 15.01.2016 21:00","45146","50087"
"15.01.2016 21:00 - 15.01.2016 21:30","43490","48487"
"15.01.2016 21:30 - 15.01.2016 22:00","41323","46594"
"15.01.2016 22:00 - 15.01.2016 22:30","39535","44715"
"15.01.2016 22:30 - 15.01.2016 23:00","37926","42613"
"15.01.2016 23:00 - 15.01.2016 23:30","35930","41055"
"15.01.2016 23:30 - 16.01.2016 00:00","34575","39206"
"16.01.2016 00:00 - 16.01.2016 00:30","33482","37707"
"16.01.2016 00:30 - 16.01.2016 01:00","33552","37669"
"16.01.2016 01:00 - 16.01.2016 01:30","33072","36561"
"16.01.2016 01:30 - 16.01.2016 02:00","32503","35316"
"16.01.2016 02:00 - 16.01.2016 02:30","32414","34113"
"16.01.2016 02:30 - 16.01.2016 03:00","32191","33976"
"16.01.2016 03:00 - 16.01.2016 03:30","31469","33339"
"16.01.2016 03:30 - 16.01.2016 04:00","30949","32441"
"16.01.2016 04:00 - 16.01.2016 04:30","30718","31850"
"16.01.2016 04:30 - 16.01.2016 05:00","30702","31686"
"16.01.2016 05:00 - 16.01.2016 05:30","30840","32195"
"16.01.2016 05:30 - 16.01.2016 06:00","31629","32644"
"16.01.2016 06:00 - 16.01.2016 06:30","33019","34907"
"16.01.2016 06:30 - 16.01.2016 07:00","34658","37051"
"16.01.2016 07:00 - 16.01.2016 07:30","36360","39019"
"16.01.2016 07:30 - 16.01.2016 08:00","38022","40232"
"16.01.2016 08:00 - 16.01.2016 08:30","40169","42480"
"16.01.2016 08:30 - 16.01.2016 09:00","42033","44634"
"16.01.2016 09:00 - 16.01.2016 09:30","43228","44989"
"16.01.2016 09:30 - 16.01.2016 10:00","43634","47207"
"16.01.2016 10:00 - 16.01.2016 10:30","43968","47802"
"16.01.2016 10:30 - 16.01.2016 11:00","44265","48019"
"16.01.2016 11:00 - 16.01.2016 11:30","44196","48094"
"16.01.2016 11:30 - 16.01.2016 12:00","44069","47716"
"16.01.2016 12:00 - 16.01.2016 12:30","43817","48202"
"16.01.2016 12:30 - 16.01.2016 13:00","43465","47906"
"16.01.2016 13:00 - 16.01.2016 13:30","42963","47274"
"16.01.2016 13:30 - 16.01.2016 14:00","42764","47056"
"16.01.2016 14:00 - 16.01.2016 14:30","42450","46801"
"16.01.2016 14:30 - 16.01.2016 15:00","42456","46610"
"16.01.2016 15:00 - 16.01.2016 15:30","42882","46710"
"16.01.2016 15:30 - 16.01.2016 16:00","43552","47311"
"16.01.2016 16:00 - 16.01.2016 16:30","45584","48894"
"16.01.2016 16:30 - 16.01.2016 17:00","48415","51487"
"16.01.2016 17:00 - 16.01.2016 17:30","49834","53341"
"16.01.2016 17:30 - 16.01.2016 18:00","49566","53468"
"16.01.2016 18:00 - 16.01.2016 18:30","48918","52757"
"16.01.2016 18:30 - 16.01.2016 19:00","47753","51685"
"16.01.2016 19:00 - 16.01.2016 19:30","46015","50305"
"16.01.2016 19:30 - 16.01.2016 20:00","44571","48573"
"16.01.2016 20:00 - 16.01.2016 20:30","43389","47348"
"16.01.2016 20:30 - 16.01.2016 21:00","42011","45929"
"16.01.2016 21:00 - 16.01.2016 21:30","40445","44572"
"16.01.2016 21:30 - 16.01.2016 22:00","39026","43065"
"16.01.2016 22:00 - 16.01.2016 22:30","37795","41378"
"16.01.2016 22:30 - 16.01.2016 23:00","36279","40212"
"16.01.2016 23:00 - 16.01.2016 23:30","34652","38714"
"16.01.2016 23:30 - 17.01.2016 00:00","34259","37683"
"17.01.2016 00:00 - 17.01.2016 00:30","33934","37776"
"17.01.2016 00:30 - 17.01.2016 01:00","33966","37217"
"17.01.2016 01:00 - 17.01.2016 01:30","33533","36185"
"17.01.2016 01:30 - 17.01.2016 02:00","32918","35008"
"17.01.2016 02:00 - 17.01.2016 02:30","32815","33903"
"17.01.2016 02:30 - 17.01.2016 03:00","32615","33450"
"17.01.2016 03:00 - 17.01.2016 03:30","31788","32912"
"17.01.2016 03:30 - 17.01.2016 04:00","30984","32145"
"17.01.2016 04:00 - 17.01.2016 04:30","30434","31616"
"17.01.2016 04:30 - 17.01.2016 05:00","30054","31331"
"17.01.2016 05:00 - 17.01.2016 05:30","30020","31171"
"17.01.2016 05:30 - 17.01.2016 06:00","30606","31293"
"17.01.2016 06:00 - 17.01.2016 06:30","31444","32384"
"17.01.2016 06:30 - 17.01.2016 07:00","32364","32400"
"17.01.2016 07:00 - 17.01.2016 07:30","33336","34755"
"17.01.2016 07:30 - 17.01.2016 08:00","34598","36465"
"17.01.2016 08:00 - 17.01.2016 08:30","36917","38148"
"17.01.2016 08:30 - 17.01.2016 09:00","39209","40180"
"17.01.2016 09:00 - 17.01.2016 09:30","40972","42542"
"17.01.2016 09:30 - 17.01.2016 10:00","42254","44305"
"17.01.2016 10:00 - 17.01.2016 10:30","43222","45909"
"17.01.2016 10:30 - 17.01.2016 11:00","43907","46719"
"17.01.2016 11:00 - 17.01.2016 11:30","44416","47430"
"17.01.2016 11:30 - 17.01.2016 12:00","44893","48020"
"17.01.2016 12:00 - 17.01.2016 12:30","45167","48580"
"17.01.2016 12:30 - 17.01.2016 13:00","44960","48614"
"17.01.2016 13:00 - 17.01.2016 13:30","44138","48402"
"17.01.2016 13:30 - 17.01.2016 14:00","43738","48196"
"17.01.2016 14:00 - 17.01.2016 14:30","43698","48373"
"17.01.2016 14:30 - 17.01.2016 15:00","43774","48378"
"17.01.2016 15:00 - 17.01.2016 15:30","44099","48821"
"17.01.2016 15:30 - 17.01.2016 16:00","44997","49336"
"17.01.2016 16:00 - 17.01.2016 16:30","47170","50806"
"17.01.2016 16:30 - 17.01.2016 17:00","49874","53173"
"17.01.2016 17:00 - 17.01.2016 17:30","51052","54363"
"17.01.2016 17:30 - 17.01.2016 18:00","50673","53904"
"17.01.2016 18:00 - 17.01.2016 18:30","49867","52957"
"17.01.2016 18:30 - 17.01.2016 19:00","48785","51985"
"17.01.2016 19:00 - 17.01.2016 19:30","47570","50254"
"17.01.2016 19:30 - 17.01.2016 20:00","46532","49057"
"17.01.2016 20:00 - 17.01.2016 20:30","45236","48161"
"17.01.2016 20:30 - 17.01.2016 21:00","43814","46535"
"17.01.2016 21:00 - 17.01.2016 21:30","42131","43403"
"17.01.2016 21:30 - 17.01.2016 22:00","40198","41581"
"17.01.2016 22:00 - 17.01.2016 22:30","38305","39766"
"17.01.2016 22:30 - 17.01.2016 23:00","36032","37749"
"17.01.2016 23:00 - 17.01.2016 23:30","34092","36182"
"17.01.2016 23:30 - 18.01.2016 00:00","33200","34362"
"18.01.2016 00:00 - 18.01.2016 00:30","32562","34321"
"18.01.2016 00:30 - 18.01.2016 01:00","32798","34988"
"18.01.2016 01:00 - 18.01.2016 01:30","32545","34608"
"18.01.2016 01:30 - 18.01.2016 02:00","31940","33800"
"18.01.2016 02:00 - 18.01.2016 02:30","31772","33153"
"18.01.2016 02:30 - 18.01.2016 03:00","31861","33180"
"18.01.2016 03:00 - 18.01.2016 03:30","31516","32843"
"18.01.2016 03:30 - 18.01.2016 04:00","31222","32219"
"18.01.2016 04:00 - 18.01.2016 04:30","31132","31793"
"18.01.2016 04:30 - 18.01.2016 05:00","31441","31916"
"18.01.2016 05:00 - 18.01.2016 05:30","32387","32666"
"18.01.2016 05:30 - 18.01.2016 06:00","34924","34405"
"18.01.2016 06:00 - 18.01.2016 06:30","38676","38782"
"18.01.2016 06:30 - 18.01.2016 07:00","42933","42702"
"18.01.2016 07:00 - 18.01.2016 07:30","46634","45697"
"18.01.2016 07:30 - 18.01.2016 08:00","48161","47972"
